username,firm,country_code,certification,specialization,years_experience,clients_portfolio_size,followers
auditor_3048,North Continental,GB,CISA,Forensics,5,1,100
auditor_3049,Global Assurance,GB,State Authorised,Tax,5,12,153
auditor_3050,Trust and Co,GB,CISA,Sustainability,11,20,199
auditor_3051,Seaside Audit,IT,ACCA,Financial Audit,10,15,82
auditor_3052,North Continental,IT,State Authorised,Sustainability,9,23,231
auditor_3053,Trust and Co,FI,ACCA,Financial Audit,13,12,111
auditor_3054,Nordic Audit Partners,IT,CPA,Financial Audit,11,28,195
auditor_3055,Global Assurance,FI,State Authorised,Financial Audit,7,5,40
auditor_3056,Prime Advisory,DE,ACCA,Financial Audit,9,21,32
auditor_3057,Trust and Co,GB,State Authorised,Financial Audit,8,24,27
auditor_3058,North Continental,DK,State Authorised,Internal Control,13,14,220
auditor_3059,Trust and Co,NO,ACCA,IT Audit,5,7,83
auditor_3060,Global Assurance,FR,CISA,Financial Audit,7,14,102
auditor_3061,Global Assurance,GB,CISA,Financial Audit,9,16,114
auditor_3062,Capital Assurance,NO,CPA,Financial Audit,0,21,112
auditor_3063,North Continental,DK,ACCA,Internal Control,16,8,0
auditor_3064,Seaside Audit,GB,CISA,Financial Audit,11,21,39
auditor_3065,Integrity Audit,SE,CPA,Tax,0,33,233
auditor_3066,North Continental,ES,ACCA,IT Audit,0,13,253
auditor_3067,Capital Assurance,ES,None,Financial Audit,5,13,97
auditor_3068,Trust and Co,GB,CPA,Financial Audit,2,1,204
auditor_3069,Global Assurance,NO,State Authorised,Internal Control,0,20,190
auditor_3070,Copenhagen Review,DE,State Authorised,Tax,0,8,217
auditor_3071,North Continental,GB,State Authorised,Financial Audit,10,11,216
auditor_3072,Global Assurance,FR,ACCA,Financial Audit,14,20,47
auditor_3073,Copenhagen Review,NL,State Authorised,Financial Audit,5,20,104
auditor_3074,Integrity Audit,DK,CPA,Financial Audit,12,2,0
auditor_3075,Capital Assurance,GB,State Authorised,Financial Audit,8,13,69
auditor_3076,Nordic Audit Partners,IT,State Authorised,Tax,0,18,115
auditor_3077,Atlas Audit,GB,State Authorised,Financial Audit,11,18,109
auditor_3078,Global Assurance,NO,CIA,Forensics,13,4,162
auditor_3079,Seaside Audit,DE,State Authorised,IT Audit,0,9,22
auditor_3080,Copenhagen Review,FI,None,Sustainability,11,17,118
auditor_3081,Atlas Audit,IT,ACCA,Financial Audit,2,15,58
auditor_3082,Capital Assurance,DK,State Authorised,Internal Control,9,8,226
auditor_3083,Global Assurance,GB,CPA,Tax,0,9,254
auditor_3084,Capital Assurance,DE,ACCA,Financial Audit,5,4,137
auditor_3085,Integrity Audit,SE,CISA,Financial Audit,5,9,32
auditor_3086,Global Assurance,FI,CPA,Internal Control,21,15,0
auditor_3087,Copenhagen Review,ES,CPA,Tax,15,24,58
auditor_3088,Nordic Audit Partners,NL,CPA,Financial Audit,3,24,100
auditor_3089,Seaside Audit,DE,CIA,Tax,0,35,85
auditor_3090,Integrity Audit,ES,CIA,IT Audit,15,30,39
auditor_3091,Trust and Co,DE,State Authorised,Financial Audit,13,11,0
auditor_3092,Nordic Audit Partners,GB,CIA,Financial Audit,5,21,82
auditor_3093,North Continental,IT,CISA,Forensics,6,29,128
auditor_3094,Global Assurance,FI,State Authorised,Forensics,3,25,135
auditor_3095,Prime Advisory,SE,CPA,Tax,0,22,151
auditor_3096,Copenhagen Review,FR,CPA,Forensics,8,26,66
auditor_3097,Capital Assurance,ES,ACCA,Sustainability,9,2,152
auditor_3098,Nordic Audit Partners,NL,State Authorised,Financial Audit,17,8,59
auditor_3099,North Continental,NO,ACCA,Tax,4,19,34
auditor_3100,Prime Advisory,ES,CIA,Forensics,10,26,162
auditor_3101,Integrity Audit,GB,State Authorised,Sustainability,0,27,194
auditor_3102,Global Assurance,FR,CPA,Financial Audit,12,21,137
auditor_3103,Prime Advisory,ES,ACCA,Financial Audit,13,37,43
auditor_3104,Capital Assurance,FR,CIA,Financial Audit,13,17,109
auditor_3105,Copenhagen Review,IT,State Authorised,Financial Audit,0,15,40
auditor_3106,Seaside Audit,GB,None,Financial Audit,5,7,84
auditor_3107,Integrity Audit,ES,CIA,Internal Control,5,18,0
auditor_3108,Seaside Audit,ES,State Authorised,IT Audit,0,21,56
auditor_3109,Global Assurance,SE,ACCA,Financial Audit,13,20,168
auditor_3110,Global Assurance,IT,State Authorised,Sustainability,15,14,74
auditor_3111,Seaside Audit,ES,ACCA,Tax,12,23,105
auditor_3112,Seaside Audit,IT,State Authorised,Tax,14,15,122
auditor_3113,Global Assurance,NL,CPA,IT Audit,8,8,126
auditor_3114,Prime Advisory,GB,ACCA,IT Audit,14,22,122
auditor_3115,North Continental,NO,None,Financial Audit,7,21,179
auditor_3116,Integrity Audit,DK,CPA,Financial Audit,11,14,145
auditor_3117,North Continental,NO,CIA,Financial Audit,10,7,133
auditor_3118,Copenhagen Review,GB,None,Financial Audit,0,22,172
auditor_3119,Nordic Audit Partners,IT,State Authorised,IT Audit,11,14,144
auditor_3120,Atlas Audit,SE,CPA,Tax,15,32,117
auditor_3121,Nordic Audit Partners,NL,CPA,Financial Audit,8,29,0
auditor_3122,North Continental,SE,None,Financial Audit,6,31,198
auditor_3123,Copenhagen Review,GB,CPA,Sustainability,9,2,116
auditor_3124,Trust and Co,FR,ACCA,Sustainability,5,21,55
auditor_3125,Trust and Co,FR,None,Sustainability,2,1,217
auditor_3126,Capital Assurance,NO,State Authorised,Sustainability,6,19,119
auditor_3127,Prime Advisory,IT,ACCA,Financial Audit,2,5,39
auditor_3128,Copenhagen Review,FR,None,Tax,4,21,56
auditor_3129,North Continental,ES,CPA,Tax,16,28,184
auditor_3130,Capital Assurance,NO,State Authorised,Tax,7,33,102
auditor_3131,Global Assurance,DK,CIA,Forensics,7,19,176
auditor_3132,Seaside Audit,ES,None,Sustainability,11,13,77
auditor_3133,Global Assurance,GB,None,Sustainability,11,25,88
auditor_3134,Atlas Audit,SE,CIA,IT Audit,0,15,169
auditor_3135,Atlas Audit,DK,ACCA,Tax,17,6,85
auditor_3136,Nordic Audit Partners,DE,CISA,Tax,6,31,117
auditor_3137,Nordic Audit Partners,NL,ACCA,Sustainability,3,23,87
auditor_3138,North Continental,GB,CISA,Financial Audit,1,9,258
auditor_3139,Integrity Audit,IT,CISA,Financial Audit,9,19,100
auditor_3140,Trust and Co,NL,ACCA,Financial Audit,9,20,143
auditor_3141,Prime Advisory,FR,State Authorised,Financial Audit,8,26,121
auditor_3142,Global Assurance,FR,None,IT Audit,3,11,0
auditor_3143,Prime Advisory,DE,State Authorised,Forensics,18,26,53
auditor_3144,Capital Assurance,FR,CIA,IT Audit,6,11,243
auditor_3145,Copenhagen Review,DK,CISA,Financial Audit,0,19,111
auditor_3146,Integrity Audit,DK,State Authorised,Financial Audit,12,16,0
auditor_3147,Capital Assurance,DE,State Authorised,Tax,6,8,126
auditor_3148,Copenhagen Review,DE,ACCA,Financial Audit,15,1,55
auditor_3149,Integrity Audit,NO,CIA,Forensics,5,14,179
auditor_3150,Trust and Co,IT,State Authorised,Financial Audit,7,22,69
auditor_3151,Prime Advisory,DK,None,IT Audit,9,25,61
auditor_3152,Trust and Co,IT,State Authorised,Financial Audit,11,18,203
auditor_3153,Atlas Audit,ES,ACCA,IT Audit,6,21,116
auditor_3154,Trust and Co,NL,CPA,IT Audit,7,20,162
auditor_3155,Atlas Audit,NL,CPA,Financial Audit,1,32,0
auditor_3156,North Continental,NO,None,IT Audit,4,17,152
auditor_3157,North Continental,GB,State Authorised,Internal Control,15,1,79
auditor_3158,Capital Assurance,FI,State Authorised,Financial Audit,0,18,141
auditor_3159,Integrity Audit,IT,CISA,Tax,15,19,203
auditor_3160,Prime Advisory,NL,ACCA,IT Audit,10,13,7
auditor_3161,Nordic Audit Partners,ES,None,Tax,9,3,223
auditor_3162,Capital Assurance,DK,ACCA,Financial Audit,7,29,81
auditor_3163,Capital Assurance,ES,State Authorised,IT Audit,9,20,116
auditor_3164,Atlas Audit,ES,None,Internal Control,5,21,45
auditor_3165,Nordic Audit Partners,FR,CPA,Financial Audit,1,30,178
auditor_3166,Integrity Audit,NO,CIA,Forensics,8,34,98
auditor_3167,Prime Advisory,FI,CIA,IT Audit,14,19,38
auditor_3168,Nordic Audit Partners,IT,State Authorised,Financial Audit,17,27,110
auditor_3169,Prime Advisory,SE,None,Financial Audit,11,13,186
auditor_3170,Integrity Audit,DK,State Authorised,Financial Audit,0,7,198
auditor_3171,Copenhagen Review,FR,ACCA,IT Audit,6,20,12
auditor_3172,Nordic Audit Partners,NL,CISA,Financial Audit,17,29,103
auditor_3173,North Continental,SE,ACCA,IT Audit,5,28,278
auditor_3174,Global Assurance,ES,CPA,IT Audit,12,39,46
auditor_3175,Integrity Audit,IT,State Authorised,Financial Audit,3,6,155
auditor_3176,Global Assurance,FR,CISA,Financial Audit,8,16,184
auditor_3177,Copenhagen Review,FR,None,Financial Audit,14,2,72
auditor_3178,Seaside Audit,IT,State Authorised,Forensics,12,13,56
auditor_3179,Capital Assurance,ES,ACCA,Financial Audit,13,5,95
auditor_3180,Integrity Audit,DE,None,Financial Audit,9,12,182
auditor_3181,Integrity Audit,ES,CPA,IT Audit,5,32,109
auditor_3182,Global Assurance,NO,ACCA,Financial Audit,11,25,69
auditor_3183,Atlas Audit,FR,ACCA,Financial Audit,0,21,125
auditor_3184,Seaside Audit,DE,State Authorised,Sustainability,10,15,85
auditor_3185,Capital Assurance,ES,CISA,Financial Audit,18,3,178
auditor_3186,Global Assurance,FI,State Authorised,IT Audit,5,14,94
auditor_3187,Capital Assurance,ES,ACCA,Forensics,3,23,231
auditor_3188,Copenhagen Review,FI,CPA,Financial Audit,10,19,41
auditor_3189,Trust and Co,FI,CISA,Tax,10,39,89
auditor_3190,Trust and Co,IT,CIA,Financial Audit,6,12,80
auditor_3191,Atlas Audit,FR,CIA,Tax,0,22,52
auditor_3192,Integrity Audit,FI,None,IT Audit,0,25,33
auditor_3193,Integrity Audit,NL,State Authorised,Financial Audit,6,32,7
auditor_3194,Capital Assurance,NL,ACCA,Financial Audit,0,20,211
auditor_3195,Seaside Audit,GB,State Authorised,Internal Control,0,22,166
auditor_3196,Nordic Audit Partners,GB,ACCA,Tax,0,25,190
auditor_3197,North Continental,DE,State Authorised,Forensics,6,30,210
auditor_3198,Prime Advisory,DE,State Authorised,Financial Audit,8,13,42
auditor_3199,Capital Assurance,GB,CISA,Financial Audit,7,23,94
auditor_3200,Atlas Audit,FI,CISA,IT Audit,0,30,135
auditor_3201,North Continental,DE,State Authorised,Financial Audit,6,26,241
auditor_3202,Capital Assurance,FR,None,IT Audit,0,22,5
auditor_3203,Nordic Audit Partners,GB,CIA,Sustainability,10,19,170
auditor_3204,North Continental,FI,State Authorised,IT Audit,5,1,83
auditor_3205,Seaside Audit,DK,State Authorised,Forensics,10,28,26
auditor_3206,Integrity Audit,ES,ACCA,Sustainability,13,11,148
auditor_3207,Global Assurance,FR,State Authorised,Tax,5,19,191
auditor_3208,Capital Assurance,GB,CISA,Sustainability,1,11,134
auditor_3209,Copenhagen Review,DE,CPA,IT Audit,20,9,283
auditor_3210,North Continental,FI,State Authorised,IT Audit,18,17,96
auditor_3211,Integrity Audit,ES,CPA,Financial Audit,4,17,7
auditor_3212,Nordic Audit Partners,NO,CISA,Financial Audit,7,32,71
auditor_3213,Capital Assurance,NL,None,Financial Audit,6,1,149
auditor_3214,Prime Advisory,NO,State Authorised,Financial Audit,9,18,102
auditor_3215,Capital Assurance,NL,State Authorised,Internal Control,6,23,117
auditor_3216,Integrity Audit,DE,CPA,Internal Control,9,20,209
auditor_3217,Trust and Co,SE,CPA,Financial Audit,11,19,241
auditor_3218,North Continental,DK,CISA,Financial Audit,10,31,168
auditor_3219,Atlas Audit,NL,State Authorised,Financial Audit,0,31,130
auditor_3220,Nordic Audit Partners,ES,None,Financial Audit,7,20,92
auditor_3221,Atlas Audit,FR,State Authorised,Financial Audit,9,12,221
auditor_3222,Global Assurance,SE,CPA,Internal Control,7,14,46
auditor_3223,Global Assurance,ES,State Authorised,IT Audit,9,19,151
auditor_3224,Global Assurance,IT,None,IT Audit,2,1,170
auditor_3225,Prime Advisory,SE,CISA,Financial Audit,15,7,247
auditor_3226,Integrity Audit,FR,ACCA,Sustainability,9,17,88
auditor_3227,Trust and Co,NL,State Authorised,Forensics,1,27,57
auditor_3228,Capital Assurance,FR,CPA,Forensics,4,27,0
auditor_3229,Seaside Audit,DK,ACCA,Financial Audit,0,17,143
auditor_3230,Copenhagen Review,GB,State Authorised,Financial Audit,10,14,322
auditor_3231,Seaside Audit,NO,State Authorised,Financial Audit,6,15,56
auditor_3232,Capital Assurance,ES,ACCA,Forensics,8,24,216
auditor_3233,Copenhagen Review,NL,None,Tax,0,15,155
auditor_3234,Copenhagen Review,NO,State Authorised,Financial Audit,10,18,163
auditor_3235,Integrity Audit,NO,State Authorised,IT Audit,3,33,199
auditor_3236,Nordic Audit Partners,NO,CPA,Internal Control,1,7,36
auditor_3237,Capital Assurance,NL,None,Forensics,11,5,93
auditor_3238,Prime Advisory,DE,State Authorised,Internal Control,10,17,140
auditor_3239,Prime Advisory,FI,CISA,Financial Audit,2,23,70
auditor_3240,North Continental,SE,CISA,Financial Audit,6,20,128
auditor_3241,North Continental,FI,ACCA,Financial Audit,8,10,96
auditor_3242,Seaside Audit,FI,State Authorised,Financial Audit,8,4,82
auditor_3243,Global Assurance,SE,None,IT Audit,9,5,212
auditor_3244,Copenhagen Review,ES,State Authorised,Tax,14,5,228
auditor_3245,Global Assurance,FR,CIA,Financial Audit,7,22,80
auditor_3246,Capital Assurance,GB,State Authorised,Internal Control,12,22,54
auditor_3247,Atlas Audit,NL,ACCA,IT Audit,2,3,135
auditor_3248,North Continental,DK,State Authorised,Tax,10,24,110
auditor_3249,Seaside Audit,SE,ACCA,Internal Control,2,11,212
auditor_3250,Global Assurance,GB,None,Forensics,5,19,33
auditor_3251,Prime Advisory,SE,CIA,Tax,9,13,203
auditor_3252,North Continental,DK,None,Financial Audit,11,13,109
auditor_3253,Capital Assurance,DK,State Authorised,Financial Audit,5,3,51
auditor_3254,Copenhagen Review,DK,State Authorised,Financial Audit,8,21,131
auditor_3255,North Continental,DK,State Authorised,Tax,6,27,125
auditor_3256,Integrity Audit,NL,CPA,Tax,11,1,0
auditor_3257,Seaside Audit,NO,State Authorised,IT Audit,9,3,103
auditor_3258,Trust and Co,NO,ACCA,Sustainability,6,33,151
auditor_3259,Trust and Co,DK,ACCA,Financial Audit,8,26,149
auditor_3260,Capital Assurance,DE,CPA,Financial Audit,5,28,31
auditor_3261,Nordic Audit Partners,NL,State Authorised,IT Audit,9,2,136
auditor_3262,Trust and Co,GB,State Authorised,Financial Audit,8,34,0
auditor_3263,Copenhagen Review,ES,State Authorised,Financial Audit,4,26,146
auditor_3264,Capital Assurance,FI,State Authorised,Internal Control,8,8,72
auditor_3265,Global Assurance,FR,ACCA,Financial Audit,14,17,150
auditor_3266,Atlas Audit,FR,State Authorised,IT Audit,7,6,194
auditor_3267,Nordic Audit Partners,DE,ACCA,Sustainability,10,41,38
auditor_3268,Integrity Audit,NO,State Authorised,IT Audit,12,4,132
auditor_3269,Copenhagen Review,SE,ACCA,Tax,12,1,103
auditor_3270,Copenhagen Review,FI,State Authorised,IT Audit,5,10,150
auditor_3271,Trust and Co,FI,CIA,Tax,13,16,136
auditor_3272,Seaside Audit,DE,None,Financial Audit,8,18,32
auditor_3273,Prime Advisory,DE,State Authorised,Forensics,13,20,151
auditor_3274,Capital Assurance,FR,CIA,IT Audit,3,13,105
auditor_3275,Copenhagen Review,DE,CISA,Financial Audit,0,1,71
auditor_3276,Seaside Audit,NL,CIA,IT Audit,10,11,38
auditor_3277,Nordic Audit Partners,GB,CPA,Tax,3,13,91
auditor_3278,Trust and Co,DK,State Authorised,Financial Audit,18,28,201
auditor_3279,Prime Advisory,NO,ACCA,Financial Audit,13,8,22
auditor_3280,North Continental,FR,None,Financial Audit,2,31,76
auditor_3281,Copenhagen Review,GB,ACCA,Financial Audit,1,13,100
auditor_3282,Copenhagen Review,DE,CPA,Financial Audit,9,20,53
auditor_3283,Integrity Audit,ES,None,Financial Audit,11,11,107
auditor_3284,Trust and Co,DE,State Authorised,Sustainability,11,11,74
auditor_3285,Atlas Audit,FR,CIA,Forensics,10,9,89
auditor_3286,Capital Assurance,ES,State Authorised,Tax,10,38,168
auditor_3287,Seaside Audit,DK,None,Financial Audit,10,23,34
auditor_3288,Prime Advisory,FR,CISA,Financial Audit,8,17,145
auditor_3289,Integrity Audit,NO,None,Financial Audit,8,21,95
auditor_3290,Seaside Audit,ES,None,Financial Audit,8,5,94
auditor_3291,Atlas Audit,NO,ACCA,Internal Control,14,21,118
auditor_3292,Atlas Audit,FI,State Authorised,Forensics,17,4,31
auditor_3293,Nordic Audit Partners,FI,CIA,Financial Audit,16,18,100
auditor_3294,Copenhagen Review,NO,CPA,IT Audit,2,22,163
auditor_3295,Nordic Audit Partners,ES,ACCA,Financial Audit,2,16,93
auditor_3296,Atlas Audit,NO,ACCA,Financial Audit,9,6,220
auditor_3297,Trust and Co,IT,State Authorised,Internal Control,12,14,102
auditor_3298,Trust and Co,ES,None,IT Audit,7,10,84
auditor_3299,Prime Advisory,DE,State Authorised,Internal Control,6,34,195
auditor_3300,Seaside Audit,DE,ACCA,IT Audit,12,21,30
auditor_3301,Seaside Audit,FR,ACCA,Financial Audit,7,27,19
auditor_3302,Integrity Audit,DK,State Authorised,Forensics,11,41,204
auditor_3303,Integrity Audit,FI,None,IT Audit,15,20,197
auditor_3304,Global Assurance,DK,CISA,Financial Audit,4,25,172
auditor_3305,North Continental,NO,CISA,Tax,9,31,76
auditor_3306,Prime Advisory,GB,CISA,Forensics,7,18,37
auditor_3307,Seaside Audit,IT,State Authorised,Tax,9,1,203
auditor_3308,Global Assurance,FI,None,Financial Audit,8,12,53
auditor_3309,Seaside Audit,SE,CIA,IT Audit,6,24,163
auditor_3310,Trust and Co,FI,ACCA,Forensics,4,9,172
auditor_3311,Capital Assurance,DK,CPA,IT Audit,4,18,129
auditor_3312,Atlas Audit,SE,CISA,IT Audit,9,26,18
auditor_3313,Prime Advisory,FR,State Authorised,Financial Audit,0,12,264
auditor_3314,Copenhagen Review,FR,State Authorised,Sustainability,18,36,104
auditor_3315,Capital Assurance,DE,None,Financial Audit,0,1,70
auditor_3316,Integrity Audit,SE,CPA,Financial Audit,7,31,189
auditor_3317,Trust and Co,FR,CISA,Financial Audit,9,9,43
auditor_3318,Global Assurance,SE,None,IT Audit,9,24,151
auditor_3319,Copenhagen Review,NL,State Authorised,Tax,2,24,154
auditor_3320,North Continental,GB,ACCA,Forensics,2,10,175
auditor_3321,Integrity Audit,DE,None,Forensics,6,33,160
auditor_3322,Capital Assurance,GB,CIA,Financial Audit,5,17,125
auditor_3323,Capital Assurance,SE,State Authorised,Tax,4,8,176
auditor_3324,North Continental,FI,CPA,Financial Audit,12,24,241
auditor_3325,Seaside Audit,DE,State Authorised,Tax,5,34,47
auditor_3326,North Continental,ES,CPA,IT Audit,2,1,84
auditor_3327,Copenhagen Review,ES,None,Forensics,5,23,139
auditor_3328,Nordic Audit Partners,IT,State Authorised,Tax,2,14,90
auditor_3329,Global Assurance,IT,State Authorised,Internal Control,0,8,58
auditor_3330,Prime Advisory,NL,CPA,Forensics,15,19,172
auditor_3331,Copenhagen Review,GB,CISA,Tax,0,29,224
auditor_3332,Nordic Audit Partners,NL,CPA,Financial Audit,0,10,159
auditor_3333,North Continental,IT,None,Financial Audit,11,11,95
auditor_3334,Seaside Audit,GB,CIA,Financial Audit,5,19,215
auditor_3335,Copenhagen Review,NO,State Authorised,Internal Control,4,28,57
auditor_3336,Global Assurance,DE,None,Tax,3,26,193
auditor_3337,North Continental,DE,ACCA,Forensics,12,4,82
auditor_3338,Capital Assurance,FI,State Authorised,Tax,12,18,34
auditor_3339,Capital Assurance,FR,CIA,Forensics,10,10,263
auditor_3340,Trust and Co,FI,CPA,Sustainability,15,24,228
auditor_3341,Capital Assurance,GB,CISA,Tax,8,25,238
auditor_3342,Trust and Co,FR,None,Financial Audit,9,15,0
auditor_3343,Copenhagen Review,ES,CIA,Tax,7,26,195
auditor_3344,Prime Advisory,NL,CISA,Financial Audit,10,12,0
auditor_3345,Global Assurance,GB,State Authorised,IT Audit,5,14,94
auditor_3346,Trust and Co,GB,State Authorised,Sustainability,11,37,129
auditor_3347,North Continental,NL,State Authorised,Financial Audit,6,15,129
auditor_3348,Capital Assurance,NO,None,Financial Audit,3,19,156
auditor_3349,Global Assurance,FI,CPA,Sustainability,9,22,154
auditor_3350,Atlas Audit,DE,CISA,IT Audit,0,24,66
auditor_3351,Seaside Audit,IT,CIA,Financial Audit,2,6,154
auditor_3352,Global Assurance,IT,None,Forensics,6,1,158
auditor_3353,Integrity Audit,NO,CIA,IT Audit,0,19,139
auditor_3354,Seaside Audit,NO,None,Financial Audit,12,35,10
auditor_3355,Integrity Audit,IT,CPA,Financial Audit,7,15,154
auditor_3356,Prime Advisory,FR,CISA,Financial Audit,9,14,84
auditor_3357,Trust and Co,DE,State Authorised,Financial Audit,2,27,156
auditor_3358,Prime Advisory,FI,None,Financial Audit,12,14,67
auditor_3359,Prime Advisory,NO,State Authorised,Financial Audit,2,21,36
auditor_3360,Nordic Audit Partners,IT,ACCA,Financial Audit,17,4,141
auditor_3361,Atlas Audit,ES,None,Financial Audit,15,23,134
auditor_3362,Trust and Co,ES,CPA,IT Audit,3,4,181
auditor_3363,Seaside Audit,DE,CIA,Internal Control,15,13,28
auditor_3364,Integrity Audit,GB,ACCA,Sustainability,0,8,110
auditor_3365,Prime Advisory,NL,CPA,Financial Audit,15,24,144
auditor_3366,Trust and Co,NL,None,Internal Control,5,12,232
auditor_3367,Prime Advisory,ES,CPA,Financial Audit,9,1,66
auditor_3368,Atlas Audit,FR,CPA,Financial Audit,3,12,165
auditor_3369,Copenhagen Review,FI,CIA,Tax,7,17,225
auditor_3370,Atlas Audit,FI,ACCA,IT Audit,4,36,66
auditor_3371,Nordic Audit Partners,FR,CPA,IT Audit,8,15,129
auditor_3372,Seaside Audit,SE,None,Financial Audit,10,22,59
auditor_3373,Atlas Audit,FR,CPA,Financial Audit,2,43,81
auditor_3374,Capital Assurance,FR,None,Financial Audit,11,1,97
auditor_3375,Capital Assurance,SE,None,Financial Audit,7,22,0
auditor_3376,Integrity Audit,DK,CIA,IT Audit,8,6,145
auditor_3377,Trust and Co,GB,State Authorised,IT Audit,2,9,98
auditor_3378,Atlas Audit,DE,State Authorised,IT Audit,2,13,24
auditor_3379,Atlas Audit,GB,State Authorised,IT Audit,0,28,16
auditor_3380,Copenhagen Review,NL,None,Internal Control,7,25,70
auditor_3381,Nordic Audit Partners,NL,CPA,Tax,3,20,209
auditor_3382,Global Assurance,IT,State Authorised,Financial Audit,2,16,0
auditor_3383,Trust and Co,FI,State Authorised,IT Audit,6,18,51
auditor_3384,Trust and Co,NO,State Authorised,Sustainability,5,3,126
auditor_3385,Global Assurance,NL,State Authorised,Internal Control,13,7,70
auditor_3386,Copenhagen Review,GB,CISA,Financial Audit,10,30,0
auditor_3387,North Continental,NO,CISA,Financial Audit,7,20,111
auditor_3388,Integrity Audit,NL,State Authorised,Financial Audit,0,23,241
auditor_3389,Integrity Audit,FR,State Authorised,Financial Audit,8,7,78
auditor_3390,Prime Advisory,FI,ACCA,Forensics,16,27,171
auditor_3391,Global Assurance,NL,ACCA,Financial Audit,9,11,103
auditor_3392,Integrity Audit,DK,None,Financial Audit,7,23,240
auditor_3393,Atlas Audit,DK,CIA,Financial Audit,13,3,137
auditor_3394,Nordic Audit Partners,ES,State Authorised,Financial Audit,11,24,69
auditor_3395,Integrity Audit,DK,CISA,IT Audit,22,5,33
auditor_3396,Capital Assurance,SE,None,Financial Audit,9,39,53
auditor_3397,Copenhagen Review,FR,State Authorised,Financial Audit,6,28,118
auditor_3398,Capital Assurance,SE,None,Sustainability,6,23,141
auditor_3399,Copenhagen Review,NL,CPA,Sustainability,13,30,144
auditor_3400,Trust and Co,ES,State Authorised,Tax,9,20,159
auditor_3401,Nordic Audit Partners,IT,State Authorised,IT Audit,8,17,215
auditor_3402,Global Assurance,DE,None,Financial Audit,15,2,120
auditor_3403,Trust and Co,IT,CPA,Sustainability,4,14,152
auditor_3404,North Continental,FI,CPA,Internal Control,11,16,0
auditor_3405,Capital Assurance,FR,None,IT Audit,3,26,0
auditor_3406,Seaside Audit,FR,None,Forensics,13,23,225
auditor_3407,Global Assurance,NL,State Authorised,Financial Audit,7,1,154
auditor_3408,North Continental,FI,CISA,Financial Audit,14,27,66
auditor_3409,Nordic Audit Partners,FR,CISA,Sustainability,8,12,54
auditor_3410,Copenhagen Review,SE,CISA,Financial Audit,12,6,48
auditor_3411,Capital Assurance,ES,CPA,Forensics,2,3,131
auditor_3412,Atlas Audit,GB,CISA,Forensics,13,16,0
auditor_3413,Integrity Audit,NL,State Authorised,Tax,12,34,68
auditor_3414,Integrity Audit,GB,ACCA,Financial Audit,5,23,249
auditor_3415,North Continental,DK,ACCA,Financial Audit,5,4,170
auditor_3416,North Continental,IT,ACCA,IT Audit,11,18,75
auditor_3417,Integrity Audit,DK,CPA,Financial Audit,12,23,58
auditor_3418,Global Assurance,DE,None,Tax,8,4,174
auditor_3419,Copenhagen Review,ES,State Authorised,Financial Audit,6,13,117
auditor_3420,Nordic Audit Partners,ES,State Authorised,Internal Control,8,26,167
auditor_3421,Seaside Audit,FI,ACCA,IT Audit,7,25,152
auditor_3422,Seaside Audit,ES,CPA,Financial Audit,5,16,108
auditor_3423,Capital Assurance,DK,None,Financial Audit,10,14,88
auditor_3424,Trust and Co,FI,CIA,Financial Audit,17,27,59
auditor_3425,Prime Advisory,FR,State Authorised,Forensics,10,19,151
auditor_3426,Nordic Audit Partners,DK,None,Financial Audit,8,29,147
auditor_3427,Global Assurance,DE,State Authorised,Financial Audit,7,28,138
auditor_3428,Capital Assurance,NO,None,Tax,8,21,112
auditor_3429,Capital Assurance,GB,State Authorised,Financial Audit,8,12,59
auditor_3430,Prime Advisory,IT,CIA,Sustainability,3,4,49
auditor_3431,Seaside Audit,IT,CIA,Sustainability,7,19,98
auditor_3432,Integrity Audit,FI,None,Forensics,0,33,206
auditor_3433,Integrity Audit,GB,CIA,Financial Audit,10,37,41
auditor_3434,Seaside Audit,GB,State Authorised,Sustainability,17,8,139
auditor_3435,North Continental,DE,CPA,IT Audit,1,18,150
auditor_3436,Seaside Audit,DK,CIA,Financial Audit,7,25,127
auditor_3437,Prime Advisory,SE,CPA,Financial Audit,5,12,184
auditor_3438,North Continental,SE,State Authorised,Financial Audit,4,27,217
auditor_3439,Integrity Audit,GB,State Authorised,Financial Audit,0,29,284
auditor_3440,Copenhagen Review,DE,State Authorised,Financial Audit,9,23,202
auditor_3441,Prime Advisory,SE,CPA,IT Audit,6,19,14
auditor_3442,Trust and Co,ES,None,IT Audit,8,22,161
auditor_3443,Global Assurance,SE,State Authorised,Tax,13,10,77
auditor_3444,Trust and Co,SE,CISA,Tax,17,16,136
auditor_3445,Prime Advisory,GB,CPA,Financial Audit,7,9,249
auditor_3446,Trust and Co,FR,CPA,Financial Audit,5,6,83
auditor_3447,Atlas Audit,FI,CISA,Tax,0,11,42
auditor_3448,Nordic Audit Partners,IT,State Authorised,Financial Audit,11,11,191
auditor_3449,Integrity Audit,NO,ACCA,Financial Audit,14,25,102
auditor_3450,Nordic Audit Partners,GB,ACCA,Internal Control,8,2,109
auditor_3451,Atlas Audit,SE,State Authorised,IT Audit,3,24,325
auditor_3452,Capital Assurance,FR,State Authorised,Financial Audit,10,1,91
auditor_3453,Prime Advisory,IT,CPA,IT Audit,8,18,61
