id,username,client_name,country_code,industry_code,engagement_type,date_start,date_end,latitude,longitude
38799,auditor_3229,ClientCorp 0294,ES,REAL01,Statutory Audit,2020-10-04,2020-11-04,,
38800,auditor_0187,ClientCorp 1761,DK,IND03,Statutory Audit,2022-01-02,2022-01-25,,
38801,auditor_3460,ClientCorp 5849,SE,FIN03,Statutory Audit,2024-03-25,2024-04-23,,
38802,auditor_3164,ClientCorp 3884,DK,PUB02,Assurance Other,2020-01-14,2020-01-18,,
38803,auditor_1411,ClientCorp 1102,DK,UTIL01,Assurance Other,2023-11-17,2023-11-22,,
38804,auditor_0674,ClientCorp 4175,NO,IND03,Statutory Audit,2020-01-10,2020-01-21,,
38805,auditor_1532,ClientCorp 4270,DE,FIN02,Advisory,2017-11-30,2017-12-14,,
38806,auditor_0578,ClientCorp 4542,NL,TMT01,Review,2016-12-09,2016-12-21,,
38807,auditor_0228,ClientCorp 1393,FR,REAL02,Statutory Audit,2024-07-09,2024-07-26,,
38808,auditor_1676,ClientCorp 2245,ES,TMT03,Statutory Audit,2021-07-12,2021-07-28,,
38809,auditor_3020,ClientCorp 2942,DE,HC02,Review,2017-03-10,2017-03-17,,
38810,auditor_0432,ClientCorp 1584,SE,FIN02,Advisory,2017-12-13,2018-01-04,,
38811,auditor_3790,ClientCorp 4579,DK,HC02,Review,2021-03-25,2021-04-08,,
38812,auditor_2968,ClientCorp 4692,ES,PUB02,Statutory Audit,2016-04-29,2016-05-17,,
38813,auditor_2502,ClientCorp 2259,ES,ENE01,Review,2022-09-13,2022-09-25,,
38814,auditor_0961,ClientCorp 1860,NL,UTIL01,Statutory Audit,2022-04-15,2022-04-21,,
38815,auditor_0670,ClientCorp 3564,DK,IND02,Statutory Audit,2020-04-05,2020-04-19,,
38816,auditor_2466,ClientCorp 0907,FR,CONS03,Statutory Audit,2020-07-26,2020-08-14,,
38817,auditor_2469,ClientCorp 0287,FR,FIN03,Statutory Audit,2021-12-03,2021-12-16,,
38818,auditor_1520,ClientCorp 1808,SE,IND03,Statutory Audit,2015-03-10,2015-03-30,,
38819,auditor_1022,ClientCorp 3325,FI,CONS02,Statutory Audit,2016-07-14,2016-08-05,,
38820,auditor_0319,ClientCorp 0256,DK,FIN01,Statutory Audit,2018-04-18,2018-05-08,,
38821,auditor_3841,ClientCorp 1262,FI,UTIL01,Review,2020-07-30,2020-07-31,,
38822,auditor_3274,ClientCorp 4200,GB,UTIL01,Statutory Audit,2019-05-13,2019-05-30,,
38823,auditor_0233,ClientCorp 0715,DK,UTIL01,Statutory Audit,2016-06-01,2016-07-01,,
38824,auditor_0294,ClientCorp 3789,GB,IND02,Advisory,2018-03-24,2018-04-10,,
38825,auditor_2379,ClientCorp 0298,NL,IND01,Statutory Audit,2024-02-18,2024-02-23,,
38826,auditor_0131,ClientCorp 4440,NO,IND01,Statutory Audit,2022-04-03,2022-04-22,,
38827,auditor_2006,ClientCorp 1570,NL,TMT02,Statutory Audit,2020-01-13,2020-02-03,,
38828,auditor_3871,ClientCorp 0747,GB,TMT03,Statutory Audit,2020-06-16,2020-07-10,,
38829,auditor_1724,ClientCorp 5193,IT,IND02,Advisory,2017-11-17,2017-12-09,,
38830,auditor_2786,ClientCorp 5265,SE,CONS02,Statutory Audit,2019-05-10,2019-05-31,,
38831,auditor_1070,ClientCorp 1954,NO,TMT01,Assurance Other,2021-11-27,2021-12-10,,
38832,auditor_3789,ClientCorp 1255,FR,CONS03,Review,2017-02-14,2017-02-27,,
38833,auditor_3209,ClientCorp 1952,IT,HC01,Statutory Audit,2024-01-29,2024-02-15,,
38834,auditor_3841,ClientCorp 3737,GB,FIN03,Review,2023-06-23,2023-06-24,,
38835,auditor_1191,ClientCorp 5645,FR,TMT03,Advisory,2024-06-07,2024-06-11,,
38836,auditor_1788,ClientCorp 3181,FI,ENE02,Statutory Audit,2015-07-01,2015-07-10,,
38837,auditor_1214,ClientCorp 3259,GB,HC02,Review,2018-02-13,2018-02-24,,
38838,auditor_1759,ClientCorp 0765,DK,TMT01,Statutory Audit,2021-01-29,2021-02-28,,
38839,auditor_0805,ClientCorp 5509,NL,UTIL02,Statutory Audit,2020-07-30,2020-08-30,,
38840,auditor_0897,ClientCorp 1954,SE,IND03,Review,2024-01-20,2024-01-30,,
38841,auditor_1911,ClientCorp 5181,ES,CONS02,Statutory Audit,2017-05-20,2017-05-21,,
38842,auditor_3908,ClientCorp 3396,FR,HC03,Statutory Audit,2023-05-20,2023-06-19,,
38843,auditor_2169,ClientCorp 0677,GB,UTIL01,Advisory,2019-08-04,2019-09-05,,
38844,auditor_1053,ClientCorp 3839,SE,CONS01,Statutory Audit,2020-05-01,2020-05-22,,
38845,auditor_1059,ClientCorp 4867,NO,HC02,Statutory Audit,2016-03-31,2016-04-09,,
38846,auditor_2821,ClientCorp 4891,ES,CONS03,Advisory,2018-09-02,2018-10-07,,
38847,auditor_3749,ClientCorp 1015,NO,PUB01,Assurance Other,2021-12-30,2022-01-06,,
38848,auditor_2897,ClientCorp 4870,FI,CONS02,Statutory Audit,2022-09-03,2022-09-23,,
38849,auditor_0307,ClientCorp 0619,NO,ENE02,Statutory Audit,2023-04-06,2023-04-19,,
38850,auditor_1742,ClientCorp 2973,DK,CONS02,Statutory Audit,2021-10-21,2021-12-01,,
38851,auditor_0584,ClientCorp 5657,GB,IND02,Statutory Audit,2024-01-20,2024-02-13,,
38852,auditor_2591,ClientCorp 3815,FI,TMT03,Advisory,2016-08-30,2016-09-17,,
38853,auditor_1204,ClientCorp 3778,DK,FIN03,Statutory Audit,2017-08-12,2017-09-04,,
38854,auditor_3734,ClientCorp 2103,FI,PUB01,Statutory Audit,2017-05-30,2017-06-29,,
38855,auditor_2847,ClientCorp 2810,ES,ENE01,Statutory Audit,2024-07-08,2024-07-30,,
38856,auditor_2712,ClientCorp 1519,NO,UTIL01,Statutory Audit,2023-04-01,2023-04-15,,
38857,auditor_1614,ClientCorp 1924,ES,IND03,Statutory Audit,2018-04-10,2018-05-10,,
38858,auditor_2556,ClientCorp 3627,NL,FIN01,Review,2019-08-17,2019-08-31,,
38859,auditor_2277,ClientCorp 1460,IT,TMT03,Statutory Audit,2019-02-11,2019-02-19,,
38860,auditor_1736,ClientCorp 1540,NO,FIN01,Statutory Audit,2019-03-19,2019-04-15,,
38861,auditor_0702,ClientCorp 3884,DE,IND02,Statutory Audit,2021-01-10,2021-02-04,,
38862,auditor_0366,ClientCorp 1874,NO,TMT03,Statutory Audit,2015-05-05,2015-06-04,,
38863,auditor_1453,ClientCorp 2970,GB,FIN02,Statutory Audit,2019-09-20,2019-09-30,,
38864,auditor_0291,ClientCorp 0962,ES,TMT02,Review,2015-07-19,2015-08-02,,
38865,auditor_3359,ClientCorp 2877,DK,TMT01,Statutory Audit,2017-10-19,2017-11-19,,
38866,auditor_1756,ClientCorp 1799,FI,CONS02,Statutory Audit,2015-05-11,2015-06-04,,
38867,auditor_3810,ClientCorp 1358,GB,HC03,Statutory Audit,2019-08-28,2019-09-02,,
38868,auditor_3297,ClientCorp 3139,GB,FIN02,Review,2015-05-15,2015-05-24,,
38869,auditor_3168,ClientCorp 2495,FI,UTIL02,Statutory Audit,2015-04-25,2015-05-23,,
38870,auditor_1505,ClientCorp 2669,GB,PUB02,Statutory Audit,2017-03-15,2017-04-06,,
38871,auditor_2150,ClientCorp 4795,GB,HC01,Advisory,2016-05-21,2016-06-04,,
38872,auditor_0694,ClientCorp 0479,IT,CONS03,Statutory Audit,2017-01-16,2017-02-07,,
38873,auditor_0682,ClientCorp 5770,NL,CONS01,Statutory Audit,2015-05-25,2015-06-06,,
38874,auditor_1937,ClientCorp 1617,SE,ENE01,Statutory Audit,2023-08-29,2023-09-25,,
38875,auditor_0206,ClientCorp 4976,SE,IND01,Statutory Audit,2023-03-30,2023-04-18,,
38876,auditor_2466,ClientCorp 0179,SE,FIN01,Statutory Audit,2017-02-07,2017-02-24,,
38877,auditor_2647,ClientCorp 4203,NL,UTIL01,Statutory Audit,2023-01-06,2023-01-20,,
38878,auditor_1188,ClientCorp 4625,GB,UTIL02,Statutory Audit,2022-10-14,2022-11-12,,
38879,auditor_0282,ClientCorp 2375,IT,PUB01,Statutory Audit,2020-11-15,2020-11-16,,
38880,auditor_1529,ClientCorp 5536,SE,FIN01,Statutory Audit,2019-01-25,2019-01-28,,
38881,auditor_0122,ClientCorp 2482,FI,FIN02,Statutory Audit,2015-05-09,2015-05-19,,
38882,auditor_2784,ClientCorp 2496,NL,UTIL02,Statutory Audit,2020-08-29,2020-09-14,,
38883,auditor_3086,ClientCorp 1641,IT,PUB02,Statutory Audit,2023-03-08,2023-03-21,,
38884,auditor_1961,ClientCorp 2369,DE,TMT02,Review,2022-07-15,2022-07-17,,
38885,auditor_3422,ClientCorp 4674,GB,FIN01,Statutory Audit,2017-10-05,2017-11-04,,
38886,auditor_3550,ClientCorp 2250,DK,ENE01,Statutory Audit,2015-01-24,2015-02-10,,
38887,auditor_2280,ClientCorp 1180,SE,CONS02,Statutory Audit,2019-12-25,2020-01-21,,
38888,auditor_1607,ClientCorp 3469,NO,UTIL02,Assurance Other,2018-08-28,2018-09-02,,
38889,auditor_1931,ClientCorp 5496,FI,TMT01,Statutory Audit,2016-03-09,2016-03-11,,
38890,auditor_2608,ClientCorp 3436,FR,HC02,Statutory Audit,2017-05-14,2017-06-07,,
38891,auditor_0501,ClientCorp 4714,ES,TMT01,Statutory Audit,2022-02-06,2022-02-28,,
38892,auditor_2463,ClientCorp 2443,DE,CONS02,Statutory Audit,2015-09-11,2015-10-02,,
38893,auditor_2270,ClientCorp 0182,DE,HC02,Advisory,2023-08-26,2023-09-17,,
38894,auditor_1804,ClientCorp 0408,ES,IND03,Statutory Audit,2019-02-11,2019-03-10,,
38895,auditor_1967,ClientCorp 2019,FR,HC03,Statutory Audit,2020-12-28,2021-01-11,,
38896,auditor_1441,ClientCorp 2355,FI,HC02,Statutory Audit,2022-10-09,2022-11-02,,
38897,auditor_3258,ClientCorp 0210,DK,REAL02,Advisory,2019-02-16,2019-02-25,,
38898,auditor_3388,ClientCorp 3748,IT,TMT01,Statutory Audit,2020-03-24,2020-04-02,,
38899,auditor_0573,ClientCorp 4444,DK,FIN03,Review,2021-10-11,2021-10-16,,
38900,auditor_3363,ClientCorp 3810,IT,HC01,Statutory Audit,2021-06-15,2021-06-25,,
38901,auditor_3072,ClientCorp 5030,NO,IND01,Statutory Audit,2024-04-14,2024-05-15,,
38902,auditor_2569,ClientCorp 1139,SE,REAL02,Review,2020-06-03,2020-06-16,,
38903,auditor_1698,ClientCorp 2416,SE,CONS03,Statutory Audit,2019-01-20,2019-02-11,,
38904,auditor_1686,ClientCorp 0082,NL,TMT02,Statutory Audit,2024-12-14,2025-01-08,,
38905,auditor_3588,ClientCorp 0947,IT,IND03,Advisory,2022-10-03,2022-10-19,,
38906,auditor_0662,ClientCorp 5474,GB,REAL01,Review,2019-10-21,2019-10-28,,
38907,auditor_1600,ClientCorp 4400,SE,HC03,Statutory Audit,2016-12-14,2017-01-01,,
38908,auditor_3264,ClientCorp 4428,NL,CONS02,Statutory Audit,2019-11-16,2019-12-03,,
38909,auditor_0965,ClientCorp 5286,DK,HC02,Review,2023-09-07,2023-09-15,,
38910,auditor_2627,ClientCorp 2608,DE,CONS01,Statutory Audit,2019-11-07,2019-11-19,,
38911,auditor_0417,ClientCorp 4658,SE,TMT01,Statutory Audit,2015-06-30,2015-07-12,,
38912,auditor_2892,ClientCorp 0679,FI,HC02,Review,2023-03-09,2023-03-10,,
38913,auditor_3512,ClientCorp 2246,ES,CONS03,Review,2015-11-03,2015-11-14,,
38914,auditor_0686,ClientCorp 3972,GB,IND03,Statutory Audit,2016-03-09,2016-04-08,,
38915,auditor_1793,ClientCorp 3522,DE,IND03,Review,2024-01-05,2024-01-15,,
38916,auditor_1320,ClientCorp 4764,DK,CONS03,Statutory Audit,2015-11-20,2015-12-02,,
38917,auditor_2448,ClientCorp 3705,FI,ENE01,Statutory Audit,2017-05-11,2017-05-29,,
38918,auditor_3360,ClientCorp 1568,DE,TMT03,Review,2024-11-23,2024-12-06,,
38919,auditor_2795,ClientCorp 1795,DK,ENE02,Advisory,2022-02-15,2022-03-13,,
38920,auditor_1816,ClientCorp 4956,IT,FIN03,Advisory,2020-02-07,2020-02-26,,
38921,auditor_1344,ClientCorp 2119,SE,TMT03,Assurance Other,2021-03-20,2021-03-21,,
38922,auditor_3108,ClientCorp 0064,FI,IND03,Advisory,2018-01-14,2018-01-29,,
38923,auditor_2371,ClientCorp 0683,GB,IND02,Advisory,2016-04-23,2016-05-10,,
38924,auditor_2750,ClientCorp 2921,IT,UTIL01,Review,2016-10-24,2016-10-29,,
38925,auditor_1832,ClientCorp 4964,DE,HC02,Review,2024-02-25,2024-02-27,,
38926,auditor_0745,ClientCorp 2941,NO,REAL01,Statutory Audit,2022-05-02,2022-05-20,,
38927,auditor_2648,ClientCorp 5313,GB,UTIL02,Statutory Audit,2021-04-15,2021-04-27,,
38928,auditor_0146,ClientCorp 0073,FR,TMT03,Statutory Audit,2016-02-23,2016-02-25,,
38929,auditor_1809,ClientCorp 4574,FI,REAL02,Advisory,2018-03-23,2018-04-06,,
38930,auditor_0024,ClientCorp 1608,NO,IND02,Assurance Other,2018-07-18,2018-07-27,,
38931,auditor_3666,ClientCorp 1875,ES,TMT03,Review,2018-12-30,2019-01-10,,
38932,auditor_3630,ClientCorp 1683,NO,PUB01,Review,2015-01-20,2015-02-07,,
38933,auditor_3164,ClientCorp 2067,DK,HC01,Review,2024-03-11,2024-03-22,,
38934,auditor_3696,ClientCorp 4404,NL,FIN02,Statutory Audit,2016-03-11,2016-04-01,,
38935,auditor_0561,ClientCorp 1969,FI,REAL02,Advisory,2021-09-20,2021-09-26,,
38936,auditor_2707,ClientCorp 4840,NO,IND01,Statutory Audit,2015-05-27,2015-06-03,,
38937,auditor_0873,ClientCorp 5432,ES,CONS02,Assurance Other,2017-09-26,2017-10-04,,
38938,auditor_0091,ClientCorp 4014,FI,IND01,Statutory Audit,2019-04-11,2019-04-29,,
38939,auditor_1528,ClientCorp 0264,NL,REAL01,Statutory Audit,2016-10-05,2016-10-13,,
38940,auditor_0784,ClientCorp 4690,NO,FIN03,Statutory Audit,2018-11-13,2018-11-20,,
38941,auditor_0421,ClientCorp 0538,SE,ENE02,Assurance Other,2016-05-17,2016-05-26,,
38942,auditor_2044,ClientCorp 0880,GB,UTIL01,Statutory Audit,2017-01-14,2017-01-24,,
38943,auditor_3358,ClientCorp 1998,NO,HC02,Statutory Audit,2023-01-05,2023-01-27,,
38944,auditor_3570,ClientCorp 5050,FI,FIN01,Assurance Other,2021-02-18,2021-02-19,,
38945,auditor_2594,ClientCorp 1782,ES,TMT01,Statutory Audit,2022-08-03,2022-08-27,,
38946,auditor_0930,ClientCorp 0596,SE,HC03,Statutory Audit,2023-08-05,2023-08-27,,
38947,auditor_3427,ClientCorp 3030,FR,FIN03,Statutory Audit,2020-10-02,2020-10-19,,
38948,auditor_0678,ClientCorp 2313,DE,TMT03,Assurance Other,2016-12-17,2016-12-18,,
38949,auditor_0590,ClientCorp 2271,ES,ENE02,Statutory Audit,2020-07-06,2020-07-21,,
38950,auditor_0825,ClientCorp 2832,SE,FIN01,Statutory Audit,2020-04-18,2020-05-14,,
38951,auditor_2156,ClientCorp 1337,NO,CONS02,Statutory Audit,2020-06-27,2020-07-23,,
38952,auditor_1546,ClientCorp 1796,DE,PUB02,Statutory Audit,2015-11-10,2015-11-20,,
38953,auditor_1260,ClientCorp 4810,ES,ENE01,Advisory,2017-09-25,2017-10-11,,
38954,auditor_3946,ClientCorp 4817,FR,ENE01,Statutory Audit,2021-11-22,2021-12-11,,
38955,auditor_1054,ClientCorp 2370,FR,FIN02,Statutory Audit,2016-08-25,2016-09-19,,
38956,auditor_0756,ClientCorp 0070,DE,PUB02,Statutory Audit,2019-01-17,2019-02-12,,
38957,auditor_0533,ClientCorp 0806,NO,TMT01,Statutory Audit,2022-06-10,2022-06-30,,
38958,auditor_3418,ClientCorp 2311,ES,HC02,Statutory Audit,2022-04-15,2022-04-24,,
38959,auditor_0509,ClientCorp 4874,SE,UTIL01,Assurance Other,2021-11-28,2021-12-04,,
38960,auditor_1917,ClientCorp 3647,DE,UTIL02,Advisory,2017-12-31,2018-01-07,,
38961,auditor_1491,ClientCorp 3883,IT,FIN02,Statutory Audit,2018-05-27,2018-06-29,,
38962,auditor_1163,ClientCorp 0074,NO,REAL01,Statutory Audit,2020-03-03,2020-03-19,,
38963,auditor_3319,ClientCorp 1109,NO,PUB01,Statutory Audit,2021-06-02,2021-06-26,,
38964,auditor_1005,ClientCorp 4154,NO,FIN01,Statutory Audit,2019-07-25,2019-08-16,,
38965,auditor_2017,ClientCorp 4951,NO,FIN02,Assurance Other,2021-10-11,2021-10-17,,
38966,auditor_1086,ClientCorp 0504,IT,HC02,Review,2020-11-13,2020-11-25,,
38967,auditor_1813,ClientCorp 2858,ES,CONS03,Statutory Audit,2021-03-12,2021-03-25,,
38968,auditor_1402,ClientCorp 0613,SE,HC02,Statutory Audit,2016-01-22,2016-02-13,,
38969,auditor_3248,ClientCorp 2099,DE,PUB01,Statutory Audit,2017-04-09,2017-05-13,,
38970,auditor_1079,ClientCorp 3034,NL,ENE01,Statutory Audit,2020-10-07,2020-10-23,,
38971,auditor_2540,ClientCorp 2540,ES,TMT01,Statutory Audit,2016-11-01,2016-11-07,,
38972,auditor_2250,ClientCorp 4514,FR,TMT02,Advisory,2015-09-11,2015-09-18,,
38973,auditor_1393,ClientCorp 5488,NO,CONS01,Statutory Audit,2016-05-16,2016-06-06,,
38974,auditor_0819,ClientCorp 5399,ES,ENE01,Statutory Audit,2016-06-09,2016-07-03,,
38975,auditor_3206,ClientCorp 1223,NL,REAL02,Statutory Audit,2018-06-06,2018-06-19,,
38976,auditor_0069,ClientCorp 0202,SE,TMT02,Advisory,2020-03-31,2020-04-10,,
38977,auditor_2205,ClientCorp 2652,SE,ENE01,Advisory,2016-10-06,2016-10-19,,
38978,auditor_2473,ClientCorp 0231,SE,FIN03,Statutory Audit,2016-01-12,2016-01-24,,
38979,auditor_1595,ClientCorp 5528,FI,TMT01,Review,2018-01-02,2018-01-07,,
38980,auditor_0270,ClientCorp 5559,IT,REAL02,Review,2024-01-01,2024-01-18,,
38981,auditor_3630,ClientCorp 1289,NL,UTIL02,Statutory Audit,2015-12-19,2016-01-08,,
38982,auditor_2816,ClientCorp 5878,ES,UTIL01,Statutory Audit,2016-01-20,2016-02-20,,
38983,auditor_2243,ClientCorp 5285,NL,ENE01,Review,2016-02-20,2016-02-25,,
38984,auditor_1152,ClientCorp 1455,GB,TMT01,Statutory Audit,2024-02-19,2024-03-03,,
38985,auditor_3362,ClientCorp 0090,FR,HC01,Statutory Audit,2019-11-06,2019-11-22,,
38986,auditor_3635,ClientCorp 4289,FR,IND03,Statutory Audit,2015-07-06,2015-08-06,,
38987,auditor_0703,ClientCorp 4833,FI,ENE01,Statutory Audit,2016-10-22,2016-10-23,,
38988,auditor_3149,ClientCorp 3766,ES,TMT02,Statutory Audit,2018-03-18,2018-04-04,,
38989,auditor_0069,ClientCorp 0875,NO,HC02,Statutory Audit,2024-04-13,2024-04-21,,
38990,auditor_1138,ClientCorp 4151,NL,CONS02,Statutory Audit,2019-01-21,2019-01-22,,
38991,auditor_1562,ClientCorp 1993,DK,IND01,Assurance Other,2020-11-01,2020-11-10,,
38992,auditor_0331,ClientCorp 2611,GB,TMT02,Review,2023-01-27,2023-02-12,,
38993,auditor_3469,ClientCorp 3310,SE,CONS01,Statutory Audit,2024-02-19,2024-03-07,,
38994,auditor_1727,ClientCorp 4315,IT,HC03,Statutory Audit,2016-02-16,2016-03-03,,
38995,auditor_3234,ClientCorp 2466,IT,CONS03,Review,2015-12-03,2015-12-19,,
38996,auditor_3712,ClientCorp 1373,ES,TMT01,Statutory Audit,2022-09-04,2022-09-29,,
38997,auditor_0821,ClientCorp 4870,DK,PUB02,Review,2019-04-22,2019-05-03,,
38998,auditor_0067,ClientCorp 2405,FR,REAL01,Statutory Audit,2024-04-08,2024-04-14,,
38999,auditor_3934,ClientCorp 5795,DK,IND01,Statutory Audit,2016-02-23,2016-02-25,,
39000,auditor_1996,ClientCorp 1519,GB,CONS01,Statutory Audit,2015-02-07,2015-02-28,,
39001,auditor_3794,ClientCorp 1522,NL,IND02,Statutory Audit,2018-03-22,2018-03-23,,
39002,auditor_0852,ClientCorp 3270,NL,UTIL01,Advisory,2021-10-25,2021-11-17,,
39003,auditor_2705,ClientCorp 1280,FR,ENE01,Statutory Audit,2021-01-06,2021-01-23,,
39004,auditor_1609,ClientCorp 2724,FI,CONS03,Statutory Audit,2023-03-22,2023-04-10,,
39005,auditor_0081,ClientCorp 4075,DE,UTIL01,Statutory Audit,2020-01-07,2020-02-01,,
39006,auditor_1253,ClientCorp 4992,NO,ENE01,Advisory,2017-02-22,2017-02-27,,
39007,auditor_1375,ClientCorp 0992,DE,CONS03,Statutory Audit,2019-10-22,2019-11-17,,
39008,auditor_3555,ClientCorp 1095,DK,CONS03,Statutory Audit,2023-07-18,2023-07-29,,
39009,auditor_0789,ClientCorp 0357,DE,REAL02,Statutory Audit,2015-10-12,2015-11-10,,
39010,auditor_3915,ClientCorp 5028,NL,UTIL02,Advisory,2023-01-18,2023-02-02,,
39011,auditor_0020,ClientCorp 5651,IT,TMT03,Advisory,2015-08-13,2015-09-02,,
39012,auditor_0929,ClientCorp 0744,DE,REAL01,Statutory Audit,2020-09-25,2020-10-07,,
39013,auditor_1616,ClientCorp 3738,FR,TMT01,Review,2016-06-26,2016-07-04,,
39014,auditor_1180,ClientCorp 5221,FI,PUB01,Statutory Audit,2024-10-25,2024-11-10,,
39015,auditor_2547,ClientCorp 1330,FI,HC03,Advisory,2017-06-16,2017-07-05,,
39016,auditor_3225,ClientCorp 3515,ES,IND02,Statutory Audit,2022-07-04,2022-07-23,,
39017,auditor_2002,ClientCorp 2718,DK,UTIL01,Advisory,2020-10-02,2020-10-28,,
39018,auditor_1413,ClientCorp 2086,DK,CONS03,Statutory Audit,2024-08-28,2024-10-04,,
39019,auditor_3804,ClientCorp 1394,FI,FIN03,Statutory Audit,2022-06-10,2022-07-05,,
39020,auditor_3736,ClientCorp 5376,NL,IND02,Statutory Audit,2016-10-30,2016-11-12,,
39021,auditor_3342,ClientCorp 1822,DE,TMT03,Statutory Audit,2022-07-04,2022-07-16,,
39022,auditor_3198,ClientCorp 0702,GB,PUB02,Statutory Audit,2015-06-25,2015-07-22,,
39023,auditor_2704,ClientCorp 4732,GB,UTIL01,Statutory Audit,2023-03-31,2023-04-23,,
39024,auditor_3344,ClientCorp 5276,IT,ENE01,Statutory Audit,2018-01-19,2018-01-27,,
39025,auditor_1973,ClientCorp 5921,IT,IND03,Advisory,2020-06-15,2020-06-28,,
39026,auditor_2613,ClientCorp 5982,NO,REAL01,Advisory,2016-11-18,2016-11-25,,
39027,auditor_3420,ClientCorp 4172,ES,CONS03,Statutory Audit,2015-12-09,2015-12-15,,
39028,auditor_1171,ClientCorp 2896,IT,CONS01,Advisory,2023-03-27,2023-04-19,,
39029,auditor_3488,ClientCorp 1725,DE,REAL02,Advisory,2021-08-05,2021-08-31,,
39030,auditor_3293,ClientCorp 3082,DK,FIN02,Statutory Audit,2017-05-04,2017-05-24,,
39031,auditor_2822,ClientCorp 0426,DE,HC03,Statutory Audit,2016-04-22,2016-05-20,,
39032,auditor_3835,ClientCorp 2526,FR,IND03,Review,2020-12-13,2020-12-23,,
39033,auditor_3822,ClientCorp 0745,DE,IND03,Statutory Audit,2021-09-17,2021-10-14,,
39034,auditor_0450,ClientCorp 0318,GB,PUB01,Review,2022-12-06,2022-12-29,,
39035,auditor_3827,ClientCorp 3652,NO,PUB02,Statutory Audit,2019-09-19,2019-10-24,,
39036,auditor_0461,ClientCorp 0223,FI,FIN03,Assurance Other,2015-05-17,2015-05-21,,
39037,auditor_1757,ClientCorp 3825,NL,ENE01,Review,2017-11-06,2017-11-23,,
39038,auditor_2105,ClientCorp 3987,SE,UTIL02,Advisory,2020-11-25,2020-12-21,,
39039,auditor_1449,ClientCorp 3012,FR,UTIL01,Statutory Audit,2018-10-11,2018-11-03,,
39040,auditor_1863,ClientCorp 4521,SE,HC01,Statutory Audit,2022-11-16,2022-12-13,,
39041,auditor_1553,ClientCorp 0119,SE,HC02,Review,2018-04-01,2018-04-18,,
39042,auditor_2053,ClientCorp 3695,FR,HC03,Statutory Audit,2016-12-16,2017-01-24,,
39043,auditor_2494,ClientCorp 1101,DK,UTIL01,Review,2021-05-11,2021-05-26,,
39044,auditor_2071,ClientCorp 4918,IT,FIN02,Advisory,2020-05-21,2020-05-31,,
39045,auditor_3750,ClientCorp 0261,FR,TMT02,Statutory Audit,2018-06-19,2018-07-10,,
39046,auditor_2152,ClientCorp 4380,SE,FIN02,Advisory,2015-07-06,2015-07-28,,
39047,auditor_3618,ClientCorp 2407,FR,TMT01,Statutory Audit,2018-06-03,2018-06-25,,
39048,auditor_2456,ClientCorp 2559,IT,IND01,Statutory Audit,2016-02-22,2016-03-07,,
39049,auditor_3681,ClientCorp 0031,NL,CONS02,Review,2017-03-30,2017-03-31,,
39050,auditor_0389,ClientCorp 3729,GB,IND01,Statutory Audit,2024-08-16,2024-09-03,,
39051,auditor_1153,ClientCorp 3211,FI,IND03,Statutory Audit,2020-01-15,2020-02-04,,
39052,auditor_0867,ClientCorp 2370,NL,IND02,Review,2020-12-13,2020-12-22,,
39053,auditor_0946,ClientCorp 2982,GB,REAL01,Statutory Audit,2016-07-19,2016-08-11,,
39054,auditor_0363,ClientCorp 5939,FR,FIN01,Advisory,2019-07-01,2019-07-09,,
39055,auditor_0033,ClientCorp 1526,SE,CONS03,Statutory Audit,2022-05-11,2022-06-10,,
39056,auditor_0977,ClientCorp 0441,NL,TMT01,Statutory Audit,2015-08-05,2015-09-04,,
39057,auditor_0270,ClientCorp 1609,SE,ENE02,Statutory Audit,2016-09-22,2016-10-09,,
39058,auditor_1807,ClientCorp 1665,NL,IND02,Advisory,2018-12-26,2018-12-28,,
39059,auditor_0405,ClientCorp 2525,IT,REAL02,Statutory Audit,2017-09-13,2017-10-13,,
39060,auditor_0990,ClientCorp 3584,IT,HC03,Statutory Audit,2018-05-23,2018-06-23,,
39061,auditor_1736,ClientCorp 4600,SE,UTIL02,Statutory Audit,2024-08-26,2024-09-30,,
39062,auditor_3939,ClientCorp 0320,DK,CONS02,Statutory Audit,2019-10-30,2019-11-11,,
39063,auditor_1351,ClientCorp 0257,NO,CONS03,Statutory Audit,2022-08-27,2022-09-23,,
39064,auditor_3904,ClientCorp 1384,ES,CONS03,Statutory Audit,2022-10-31,2022-11-11,,
39065,auditor_1043,ClientCorp 2244,FR,HC03,Statutory Audit,2021-08-27,2021-09-06,,
39066,auditor_3235,ClientCorp 1413,NL,FIN03,Statutory Audit,2024-05-25,2024-06-21,,
39067,auditor_3343,ClientCorp 4976,DE,ENE02,Statutory Audit,2020-09-06,2020-10-09,,
39068,auditor_0970,ClientCorp 5834,FI,TMT02,Review,2018-09-14,2018-09-30,,
39069,auditor_1924,ClientCorp 4106,NL,IND02,Review,2024-04-24,2024-05-05,,
39070,auditor_3309,ClientCorp 2782,SE,ENE02,Advisory,2021-07-29,2021-08-03,,
39071,auditor_2030,ClientCorp 1294,DK,PUB02,Review,2018-03-07,2018-03-21,,
39072,auditor_3563,ClientCorp 5754,ES,HC01,Statutory Audit,2019-09-06,2019-09-11,,
39073,auditor_2987,ClientCorp 3512,DK,TMT03,Statutory Audit,2024-11-29,2025-01-02,,
39074,auditor_2833,ClientCorp 0152,SE,CONS03,Statutory Audit,2020-05-26,2020-06-14,,
